id;code;descr;category;stock;price
5609;SKU-15602;Item 15602 Áudio - Modelo 3;Áudio;94;373.84
5610;SKU-15603;Item 15603 Vídeo - Modelo 4;Vídeo;101;377.31
5611;SKU-15604;Item 15604 Computadores - Modelo 5;Computadores;108;380.78
5612;SKU-15605;Item 15605 Redes - Modelo 6;Redes;115;384.25
5613;SKU-15606;Item 15606 Impressão - Modelo 7;Impressão;2;387.72
5614;SKU-15607;Item 15607 Acessórios - Modelo 8;Acessórios;9;391.19
5615;SKU-15608;Item 15608 Armazenamento - Modelo 9;Armazenamento;16;394.66
5616;SKU-15609;Item 15609 Energia - Modelo 10;Energia;23;398.13
5617;SKU-15610;Item 15610 Periféricos - Modelo 11;Periféricos;30;401.60
5618;SKU-15611;Item 15611 Monitores - Modelo 12;Monitores;37;405.07
5619;SKU-15612;Item 15612 Áudio - Modelo 13;Áudio;44;408.54
5620;SKU-15613;Item 15613 Vídeo - Modelo 14;Vídeo;51;412.01
5621;SKU-15614;Item 15614 Computadores - Modelo 15;Computadores;58;415.48
5622;SKU-15615;Item 15615 Redes - Modelo 16;Redes;65;418.95
5623;SKU-15616;Item 15616 Impressão - Modelo 17;Impressão;72;422.42
5624;SKU-15617;Item 15617 Acessórios - Modelo 18;Acessórios;79;425.89
5625;SKU-15618;Item 15618 Armazenamento - Modelo 19;Armazenamento;86;429.36
5626;SKU-15619;Item 15619 Energia - Modelo 20;Energia;93;432.83
5627;SKU-15620;Item 15620 Periféricos - Modelo 21;Periféricos;100;436.30
5628;SKU-15621;Item 15621 Monitores - Modelo 22;Monitores;107;439.77
5629;SKU-15622;Item 15622 Áudio - Modelo 23;Áudio;114;443.24
5630;SKU-15623;Item 15623 Vídeo - Modelo 24;Vídeo;1;446.71
5631;SKU-15624;Item 15624 Computadores - Modelo 25;Computadores;8;450.18
5632;SKU-15625;Item 15625 Redes - Modelo 26;Redes;15;453.65
5633;SKU-15626;Item 15626 Impressão - Modelo 27;Impressão;22;457.12
5634;SKU-15627;Item 15627 Acessórios - Modelo 28;Acessórios;29;460.59
5635;SKU-15628;Item 15628 Armazenamento - Modelo 29;Armazenamento;36;464.06
5636;SKU-15629;Item 15629 Energia - Modelo 30;Energia;43;467.53
5637;SKU-15630;Item 15630 Periféricos - Modelo 31;Periféricos;50;471.00
5638;SKU-15631;Item 15631 Monitores - Modelo 32;Monitores;57;474.47
5639;SKU-15632;Item 15632 Áudio - Modelo 33;Áudio;64;477.94
5640;SKU-15633;Item 15633 Vídeo - Modelo 34;Vídeo;71;481.41
5641;SKU-15634;Item 15634 Computadores - Modelo 35;Computadores;78;484.88
5642;SKU-15635;Item 15635 Redes - Modelo 36;Redes;85;488.35
5643;SKU-15636;Item 15636 Impressão - Modelo 37;Impressão;92;491.82
5644;SKU-15637;Item 15637 Acessórios - Modelo 38;Acessórios;99;495.29
5645;SKU-15638;Item 15638 Armazenamento - Modelo 39;Armazenamento;106;498.76
5646;SKU-15639;Item 15639 Energia - Modelo 40;Energia;113;502.23
5647;SKU-15640;Item 15640 Periféricos - Modelo 41;Periféricos;0;505.70
5648;SKU-15641;Item 15641 Monitores - Modelo 42;Monitores;7;509.17
5649;SKU-15642;Item 15642 Áudio - Modelo 43;Áudio;14;512.64
5650;SKU-15643;Item 15643 Vídeo - Modelo 44;Vídeo;21;516.11
5651;SKU-15644;Item 15644 Computadores - Modelo 45;Computadores;28;519.58
5652;SKU-15645;Item 15645 Redes - Modelo 46;Redes;35;523.05
5653;SKU-15646;Item 15646 Impressão - Modelo 47;Impressão;42;526.52
5654;SKU-15647;Item 15647 Acessórios - Modelo 48;Acessórios;49;529.99
5655;SKU-15648;Item 15648 Armazenamento - Modelo 49;Armazenamento;56;533.46
5656;SKU-15649;Item 15649 Energia - Modelo 50;Energia;63;536.93
5657;SKU-15650;Item 15650 Periféricos - Modelo 51;Periféricos;70;540.40
5658;SKU-15651;Item 15651 Monitores - Modelo 52;Monitores;77;543.87
5659;SKU-15652;Item 15652 Áudio - Modelo 53;Áudio;84;547.34
5660;SKU-15653;Item 15653 Vídeo - Modelo 54;Vídeo;91;550.81
5661;SKU-15654;Item 15654 Computadores - Modelo 55;Computadores;98;554.28
5662;SKU-15655;Item 15655 Redes - Modelo 56;Redes;105;557.75
5663;SKU-15656;Item 15656 Impressão - Modelo 57;Impressão;112;561.22
5664;SKU-15657;Item 15657 Acessórios - Modelo 58;Acessórios;119;564.69
5665;SKU-15658;Item 15658 Armazenamento - Modelo 59;Armazenamento;6;568.16
5666;SKU-15659;Item 15659 Energia - Modelo 60;Energia;13;571.63
5667;SKU-15660;Item 15660 Periféricos - Modelo 61;Periféricos;20;575.10
5668;SKU-15661;Item 15661 Monitores - Modelo 62;Monitores;27;578.57
5669;SKU-15662;Item 15662 Áudio - Modelo 63;Áudio;34;582.04
5670;SKU-15663;Item 15663 Vídeo - Modelo 64;Vídeo;41;585.51
5671;SKU-15664;Item 15664 Computadores - Modelo 65;Computadores;48;588.98
5672;SKU-15665;Item 15665 Redes - Modelo 66;Redes;55;592.45
5673;SKU-15666;Item 15666 Impressão - Modelo 67;Impressão;62;595.92
5674;SKU-15667;Item 15667 Acessórios - Modelo 68;Acessórios;69;599.39
5675;SKU-15668;Item 15668 Armazenamento - Modelo 69;Armazenamento;76;602.86
5676;SKU-15669;Item 15669 Energia - Modelo 70;Energia;83;606.33
5677;SKU-15670;Item 15670 Periféricos - Modelo 71;Periféricos;90;609.80
5678;SKU-15671;Item 15671 Monitores - Modelo 72;Monitores;97;613.27
5679;SKU-15672;Item 15672 Áudio - Modelo 73;Áudio;104;616.74
5680;SKU-15673;Item 15673 Vídeo - Modelo 74;Vídeo;111;620.21
5681;SKU-15674;Item 15674 Computadores - Modelo 75;Computadores;118;623.68
5682;SKU-15675;Item 15675 Redes - Modelo 76;Redes;5;627.15
5683;SKU-15676;Item 15676 Impressão - Modelo 77;Impressão;12;630.62
5684;SKU-15677;Item 15677 Acessórios - Modelo 78;Acessórios;19;634.09
5685;SKU-15678;Item 15678 Armazenamento - Modelo 79;Armazenamento;26;637.56
5686;SKU-15679;Item 15679 Energia - Modelo 80;Energia;33;641.03
5687;SKU-15680;Item 15680 Periféricos - Modelo 81;Periféricos;40;644.50
5688;SKU-15681;Item 15681 Monitores - Modelo 82;Monitores;47;647.97
5689;SKU-15682;Item 15682 Áudio - Modelo 83;Áudio;54;651.44
5690;SKU-15683;Item 15683 Vídeo - Modelo 84;Vídeo;61;654.91
5691;SKU-15684;Item 15684 Computadores - Modelo 85;Computadores;68;658.38
5692;SKU-15685;Item 15685 Redes - Modelo 86;Redes;75;661.85
5693;SKU-15686;Item 15686 Impressão - Modelo 87;Impressão;82;665.32
5694;SKU-15687;Item 15687 Acessórios - Modelo 88;Acessórios;89;668.79
5695;SKU-15688;Item 15688 Armazenamento - Modelo 89;Armazenamento;96;672.26
5696;SKU-15689;Item 15689 Energia - Modelo 90;Energia;103;675.73
5697;SKU-15690;Item 15690 Periféricos - Modelo 91;Periféricos;110;679.20
5698;SKU-15691;Item 15691 Monitores - Modelo 92;Monitores;117;682.67
5699;SKU-15692;Item 15692 Áudio - Modelo 93;Áudio;4;686.14
5700;SKU-15693;Item 15693 Vídeo - Modelo 94;Vídeo;11;689.61
5701;SKU-15694;Item 15694 Computadores - Modelo 95;Computadores;18;693.08
5702;SKU-15695;Item 15695 Redes - Modelo 96;Redes;25;696.55
5703;SKU-15696;Item 15696 Impressão - Modelo 97;Impressão;32;700.02
5704;SKU-15697;Item 15697 Acessórios - Modelo 98;Acessórios;39;703.49
5705;SKU-15698;Item 15698 Armazenamento - Modelo 99;Armazenamento;46;706.96
5706;SKU-15699;Item 15699 Energia - Modelo 100;Energia;53;710.43
5707;SKU-15700;Item 15700 Periféricos - Modelo 1;Periféricos;60;713.90
5708;SKU-15701;Item 15701 Monitores - Modelo 2;Monitores;67;717.37
5709;SKU-15702;Item 15702 Áudio - Modelo 3;Áudio;74;720.84
5710;SKU-15703;Item 15703 Vídeo - Modelo 4;Vídeo;81;724.31
5711;SKU-15704;Item 15704 Computadores - Modelo 5;Computadores;88;727.78
5712;SKU-15705;Item 15705 Redes - Modelo 6;Redes;95;731.25
5713;SKU-15706;Item 15706 Impressão - Modelo 7;Impressão;102;734.72
5714;SKU-15707;Item 15707 Acessórios - Modelo 8;Acessórios;109;738.19
5715;SKU-15708;Item 15708 Armazenamento - Modelo 9;Armazenamento;116;741.66
5716;SKU-15709;Item 15709 Energia - Modelo 10;Energia;3;745.13
5717;SKU-15710;Item 15710 Periféricos - Modelo 11;Periféricos;10;748.60
5718;SKU-15711;Item 15711 Monitores - Modelo 12;Monitores;17;752.07
5719;SKU-15712;Item 15712 Áudio - Modelo 13;Áudio;24;755.54
5720;SKU-15713;Item 15713 Vídeo - Modelo 14;Vídeo;31;759.01
5721;SKU-15714;Item 15714 Computadores - Modelo 15;Computadores;38;762.48
5722;SKU-15715;Item 15715 Redes - Modelo 16;Redes;45;765.95
5723;SKU-15716;Item 15716 Impressão - Modelo 17;Impressão;52;769.42
5724;SKU-15717;Item 15717 Acessórios - Modelo 18;Acessórios;59;772.89
5725;SKU-15718;Item 15718 Armazenamento - Modelo 19;Armazenamento;66;776.36
5726;SKU-15719;Item 15719 Energia - Modelo 20;Energia;73;779.83
5727;SKU-15720;Item 15720 Periféricos - Modelo 21;Periféricos;80;783.30
5728;SKU-15721;Item 15721 Monitores - Modelo 22;Monitores;87;786.77
5729;SKU-15722;Item 15722 Áudio - Modelo 23;Áudio;94;790.24
5730;SKU-15723;Item 15723 Vídeo - Modelo 24;Vídeo;101;793.71
5731;SKU-15724;Item 15724 Computadores - Modelo 25;Computadores;108;797.18
5732;SKU-15725;Item 15725 Redes - Modelo 26;Redes;115;800.65
5733;SKU-15726;Item 15726 Impressão - Modelo 27;Impressão;2;804.12
5734;SKU-15727;Item 15727 Acessórios - Modelo 28;Acessórios;9;807.59
5735;SKU-15728;Item 15728 Armazenamento - Modelo 29;Armazenamento;16;811.06
5736;SKU-15729;Item 15729 Energia - Modelo 30;Energia;23;814.53
5737;SKU-15730;Item 15730 Periféricos - Modelo 31;Periféricos;30;818.00
5738;SKU-15731;Item 15731 Monitores - Modelo 32;Monitores;37;821.47
5739;SKU-15732;Item 15732 Áudio - Modelo 33;Áudio;44;824.94
5740;SKU-15733;Item 15733 Vídeo - Modelo 34;Vídeo;51;828.41
5741;SKU-15734;Item 15734 Computadores - Modelo 35;Computadores;58;831.88
5742;SKU-15735;Item 15735 Redes - Modelo 36;Redes;65;835.35
5743;SKU-15736;Item 15736 Impressão - Modelo 37;Impressão;72;838.82
5744;SKU-15737;Item 15737 Acessórios - Modelo 38;Acessórios;79;842.29
5745;SKU-15738;Item 15738 Armazenamento - Modelo 39;Armazenamento;86;845.76
5746;SKU-15739;Item 15739 Energia - Modelo 40;Energia;93;849.23
5747;SKU-15740;Item 15740 Periféricos - Modelo 41;Periféricos;100;852.70
5748;SKU-15741;Item 15741 Monitores - Modelo 42;Monitores;107;856.17
5749;SKU-15742;Item 15742 Áudio - Modelo 43;Áudio;114;859.64
5750;SKU-15743;Item 15743 Vídeo - Modelo 44;Vídeo;1;863.11
5751;SKU-15744;Item 15744 Computadores - Modelo 45;Computadores;8;866.58
5752;SKU-15745;Item 15745 Redes - Modelo 46;Redes;15;870.05
5753;SKU-15746;Item 15746 Impressão - Modelo 47;Impressão;22;873.52
5754;SKU-15747;Item 15747 Acessórios - Modelo 48;Acessórios;29;876.99
5755;SKU-15748;Item 15748 Armazenamento - Modelo 49;Armazenamento;36;880.46
5756;SKU-15749;Item 15749 Energia - Modelo 50;Energia;43;883.93
5757;SKU-15750;Item 15750 Periféricos - Modelo 51;Periféricos;50;887.40
5758;SKU-15751;Item 15751 Monitores - Modelo 52;Monitores;57;890.87
5759;SKU-15752;Item 15752 Áudio - Modelo 53;Áudio;64;894.34
5760;SKU-15753;Item 15753 Vídeo - Modelo 54;Vídeo;71;897.81
5761;SKU-15754;Item 15754 Computadores - Modelo 55;Computadores;78;901.28
5762;SKU-15755;Item 15755 Redes - Modelo 56;Redes;85;904.75
5763;SKU-15756;Item 15756 Impressão - Modelo 57;Impressão;92;908.22
5764;SKU-15757;Item 15757 Acessórios - Modelo 58;Acessórios;99;911.69
5765;SKU-15758;Item 15758 Armazenamento - Modelo 59;Armazenamento;106;915.16
5766;SKU-15759;Item 15759 Energia - Modelo 60;Energia;113;918.63
5767;SKU-15760;Item 15760 Periféricos - Modelo 61;Periféricos;0;922.10
5768;SKU-15761;Item 15761 Monitores - Modelo 62;Monitores;7;925.57
5769;SKU-15762;Item 15762 Áudio - Modelo 63;Áudio;14;929.04
5770;SKU-15763;Item 15763 Vídeo - Modelo 64;Vídeo;21;932.51
5771;SKU-15764;Item 15764 Computadores - Modelo 65;Computadores;28;935.98
5772;SKU-15765;Item 15765 Redes - Modelo 66;Redes;35;939.45
5773;SKU-15766;Item 15766 Impressão - Modelo 67;Impressão;42;942.92
5774;SKU-15767;Item 15767 Acessórios - Modelo 68;Acessórios;49;946.39
5775;SKU-15768;Item 15768 Armazenamento - Modelo 69;Armazenamento;56;949.86
5776;SKU-15769;Item 15769 Energia - Modelo 70;Energia;63;953.33
5777;SKU-15770;Item 15770 Periféricos - Modelo 71;Periféricos;70;956.80
5778;SKU-15771;Item 15771 Monitores - Modelo 72;Monitores;77;960.27
5779;SKU-15772;Item 15772 Áudio - Modelo 73;Áudio;84;963.74
5780;SKU-15773;Item 15773 Vídeo - Modelo 74;Vídeo;91;967.21
5781;SKU-15774;Item 15774 Computadores - Modelo 75;Computadores;98;970.68
5782;SKU-15775;Item 15775 Redes - Modelo 76;Redes;105;974.15
5783;SKU-15776;Item 15776 Impressão - Modelo 77;Impressão;112;977.62
5784;SKU-15777;Item 15777 Acessórios - Modelo 78;Acessórios;119;981.09
5785;SKU-15778;Item 15778 Armazenamento - Modelo 79;Armazenamento;6;984.56
5786;SKU-15779;Item 15779 Energia - Modelo 80;Energia;13;988.03
5787;SKU-15780;Item 15780 Periféricos - Modelo 81;Periféricos;20;991.50
5788;SKU-15781;Item 15781 Monitores - Modelo 82;Monitores;27;994.97
5789;SKU-15782;Item 15782 Áudio - Modelo 83;Áudio;34;998.44
5790;SKU-15783;Item 15783 Vídeo - Modelo 84;Vídeo;41;1001.91
5791;SKU-15784;Item 15784 Computadores - Modelo 85;Computadores;48;1005.38
5792;SKU-15785;Item 15785 Redes - Modelo 86;Redes;55;1008.85
5793;SKU-15786;Item 15786 Impressão - Modelo 87;Impressão;62;1012.32
5794;SKU-15787;Item 15787 Acessórios - Modelo 88;Acessórios;69;1015.79
5795;SKU-15788;Item 15788 Armazenamento - Modelo 89;Armazenamento;76;1019.26
5796;SKU-15789;Item 15789 Energia - Modelo 90;Energia;83;1022.73
5797;SKU-15790;Item 15790 Periféricos - Modelo 91;Periféricos;90;1026.20
5798;SKU-15791;Item 15791 Monitores - Modelo 92;Monitores;97;1029.67
5799;SKU-15792;Item 15792 Áudio - Modelo 93;Áudio;104;1033.14
5800;SKU-15793;Item 15793 Vídeo - Modelo 94;Vídeo;111;1036.61
5801;SKU-15794;Item 15794 Computadores - Modelo 95;Computadores;118;1040.08
5802;SKU-15795;Item 15795 Redes - Modelo 96;Redes;5;1043.55
5803;SKU-15796;Item 15796 Impressão - Modelo 97;Impressão;12;1047.02
5804;SKU-15797;Item 15797 Acessórios - Modelo 98;Acessórios;19;1050.49
5805;SKU-15798;Item 15798 Armazenamento - Modelo 99;Armazenamento;26;1053.96
5806;SKU-15799;Item 15799 Energia - Modelo 100;Energia;33;1057.43
5807;SKU-15800;Item 15800 Periféricos - Modelo 1;Periféricos;40;1060.90
5808;SKU-15801;Item 15801 Monitores - Modelo 2;Monitores;47;1064.37
5809;SKU-15802;Item 15802 Áudio - Modelo 3;Áudio;54;1067.84
5810;SKU-15803;Item 15803 Vídeo - Modelo 4;Vídeo;61;1071.31
5811;SKU-15804;Item 15804 Computadores - Modelo 5;Computadores;68;1074.78
5812;SKU-15805;Item 15805 Redes - Modelo 6;Redes;75;1078.25
5813;SKU-15806;Item 15806 Impressão - Modelo 7;Impressão;82;1081.72
5814;SKU-15807;Item 15807 Acessórios - Modelo 8;Acessórios;89;1085.19
5815;SKU-15808;Item 15808 Armazenamento - Modelo 9;Armazenamento;96;1088.66
5816;SKU-15809;Item 15809 Energia - Modelo 10;Energia;103;1092.13
5817;SKU-15810;Item 15810 Periféricos - Modelo 11;Periféricos;110;1095.60
5818;SKU-15811;Item 15811 Monitores - Modelo 12;Monitores;117;1099.07
5819;SKU-15812;Item 15812 Áudio - Modelo 13;Áudio;4;1102.54
5820;SKU-15813;Item 15813 Vídeo - Modelo 14;Vídeo;11;1106.01
5821;SKU-15814;Item 15814 Computadores - Modelo 15;Computadores;18;1109.48
5822;SKU-15815;Item 15815 Redes - Modelo 16;Redes;25;1112.95
5823;SKU-15816;Item 15816 Impressão - Modelo 17;Impressão;32;1116.42
5824;SKU-15817;Item 15817 Acessórios - Modelo 18;Acessórios;39;1119.89
5825;SKU-15818;Item 15818 Armazenamento - Modelo 19;Armazenamento;46;1123.36
5826;SKU-15819;Item 15819 Energia - Modelo 20;Energia;53;1126.83
5827;SKU-15820;Item 15820 Periféricos - Modelo 21;Periféricos;60;1130.30
5828;SKU-15821;Item 15821 Monitores - Modelo 22;Monitores;67;1133.77
5829;SKU-15822;Item 15822 Áudio - Modelo 23;Áudio;74;1137.24
5830;SKU-15823;Item 15823 Vídeo - Modelo 24;Vídeo;81;1140.71
5831;SKU-15824;Item 15824 Computadores - Modelo 25;Computadores;88;1144.18
5832;SKU-15825;Item 15825 Redes - Modelo 26;Redes;95;1147.65
5833;SKU-15826;Item 15826 Impressão - Modelo 27;Impressão;102;1151.12
5834;SKU-15827;Item 15827 Acessórios - Modelo 28;Acessórios;109;1154.59
5835;SKU-15828;Item 15828 Armazenamento - Modelo 29;Armazenamento;116;1158.06
5836;SKU-15829;Item 15829 Energia - Modelo 30;Energia;3;1161.53
5837;SKU-15830;Item 15830 Periféricos - Modelo 31;Periféricos;10;1165.00
5838;SKU-15831;Item 15831 Monitores - Modelo 32;Monitores;17;1168.47
5839;SKU-15832;Item 15832 Áudio - Modelo 33;Áudio;24;1171.94
5840;SKU-15833;Item 15833 Vídeo - Modelo 34;Vídeo;31;1175.41
5841;SKU-15834;Item 15834 Computadores - Modelo 35;Computadores;38;1178.88
5842;SKU-15835;Item 15835 Redes - Modelo 36;Redes;45;1182.35
5843;SKU-15836;Item 15836 Impressão - Modelo 37;Impressão;52;1185.82
5844;SKU-15837;Item 15837 Acessórios - Modelo 38;Acessórios;59;1189.29
5845;SKU-15838;Item 15838 Armazenamento - Modelo 39;Armazenamento;66;1192.76
5846;SKU-15839;Item 15839 Energia - Modelo 40;Energia;73;1196.23
5847;SKU-15840;Item 15840 Periféricos - Modelo 41;Periféricos;80;1199.70
5848;SKU-15841;Item 15841 Monitores - Modelo 42;Monitores;87;1203.17
5849;SKU-15842;Item 15842 Áudio - Modelo 43;Áudio;94;1206.64
5850;SKU-15843;Item 15843 Vídeo - Modelo 44;Vídeo;101;1210.11
5851;SKU-15844;Item 15844 Computadores - Modelo 45;Computadores;108;1213.58
5852;SKU-15845;Item 15845 Redes - Modelo 46;Redes;115;1217.05
5853;SKU-15846;Item 15846 Impressão - Modelo 47;Impressão;2;1220.52
5854;SKU-15847;Item 15847 Acessórios - Modelo 48;Acessórios;9;1223.99
5855;SKU-15848;Item 15848 Armazenamento - Modelo 49;Armazenamento;16;1227.46
5856;SKU-15849;Item 15849 Energia - Modelo 50;Energia;23;1230.93
5857;SKU-15850;Item 15850 Periféricos - Modelo 51;Periféricos;30;1234.40
5858;SKU-15851;Item 15851 Monitores - Modelo 52;Monitores;37;1237.87
5859;SKU-15852;Item 15852 Áudio - Modelo 53;Áudio;44;1241.34
5860;SKU-15853;Item 15853 Vídeo - Modelo 54;Vídeo;51;1244.81
5861;SKU-15854;Item 15854 Computadores - Modelo 55;Computadores;58;1248.28
5862;SKU-15855;Item 15855 Redes - Modelo 56;Redes;65;1251.75
5863;SKU-15856;Item 15856 Impressão - Modelo 57;Impressão;72;1255.22
5864;SKU-15857;Item 15857 Acessórios - Modelo 58;Acessórios;79;1258.69
5865;SKU-15858;Item 15858 Armazenamento - Modelo 59;Armazenamento;86;1262.16
5866;SKU-15859;Item 15859 Energia - Modelo 60;Energia;93;1265.63
5867;SKU-15860;Item 15860 Periféricos - Modelo 61;Periféricos;100;1269.10
5868;SKU-15861;Item 15861 Monitores - Modelo 62;Monitores;107;1272.57
5869;SKU-15862;Item 15862 Áudio - Modelo 63;Áudio;114;1276.04
5870;SKU-15863;Item 15863 Vídeo - Modelo 64;Vídeo;1;1279.51
5871;SKU-15864;Item 15864 Computadores - Modelo 65;Computadores;8;1282.98
5872;SKU-15865;Item 15865 Redes - Modelo 66;Redes;15;1286.45
5873;SKU-15866;Item 15866 Impressão - Modelo 67;Impressão;22;1289.92
5874;SKU-15867;Item 15867 Acessórios - Modelo 68;Acessórios;29;1293.39
5875;SKU-15868;Item 15868 Armazenamento - Modelo 69;Armazenamento;36;1296.86
5876;SKU-15869;Item 15869 Energia - Modelo 70;Energia;43;1300.33
5877;SKU-15870;Item 15870 Periféricos - Modelo 71;Periféricos;50;1303.80
5878;SKU-15871;Item 15871 Monitores - Modelo 72;Monitores;57;1307.27
5879;SKU-15872;Item 15872 Áudio - Modelo 73;Áudio;64;1310.74
5880;SKU-15873;Item 15873 Vídeo - Modelo 74;Vídeo;71;1314.21
5881;SKU-15874;Item 15874 Computadores - Modelo 75;Computadores;78;1317.68
5882;SKU-15875;Item 15875 Redes - Modelo 76;Redes;85;1321.15
5883;SKU-15876;Item 15876 Impressão - Modelo 77;Impressão;92;1324.62
5884;SKU-15877;Item 15877 Acessórios - Modelo 78;Acessórios;99;1328.09
5885;SKU-15878;Item 15878 Armazenamento - Modelo 79;Armazenamento;106;1331.56
5886;SKU-15879;Item 15879 Energia - Modelo 80;Energia;113;1335.03
5887;SKU-15880;Item 15880 Periféricos - Modelo 81;Periféricos;0;1338.50
5888;SKU-15881;Item 15881 Monitores - Modelo 82;Monitores;7;1341.97
5889;SKU-15882;Item 15882 Áudio - Modelo 83;Áudio;14;1345.44
5890;SKU-15883;Item 15883 Vídeo - Modelo 84;Vídeo;21;1348.91
5891;SKU-15884;Item 15884 Computadores - Modelo 85;Computadores;28;1352.38
5892;SKU-15885;Item 15885 Redes - Modelo 86;Redes;35;1355.85
5893;SKU-15886;Item 15886 Impressão - Modelo 87;Impressão;42;1359.32
5894;SKU-15887;Item 15887 Acessórios - Modelo 88;Acessórios;49;1362.79
5895;SKU-15888;Item 15888 Armazenamento - Modelo 89;Armazenamento;56;1366.26
5896;SKU-15889;Item 15889 Energia - Modelo 90;Energia;63;1369.73
5897;SKU-15890;Item 15890 Periféricos - Modelo 91;Periféricos;70;1373.20
5898;SKU-15891;Item 15891 Monitores - Modelo 92;Monitores;77;1376.67
5899;SKU-15892;Item 15892 Áudio - Modelo 93;Áudio;84;1380.14
5900;SKU-15893;Item 15893 Vídeo - Modelo 94;Vídeo;91;1383.61
5901;SKU-15894;Item 15894 Computadores - Modelo 95;Computadores;98;1387.08
5902;SKU-15895;Item 15895 Redes - Modelo 96;Redes;105;1390.55
5903;SKU-15896;Item 15896 Impressão - Modelo 97;Impressão;112;1394.02
5904;SKU-15897;Item 15897 Acessórios - Modelo 98;Acessórios;119;1397.49
5905;SKU-15898;Item 15898 Armazenamento - Modelo 99;Armazenamento;6;1400.96
5906;SKU-15899;Item 15899 Energia - Modelo 100;Energia;13;1404.43
5907;SKU-15900;Item 15900 Periféricos - Modelo 1;Periféricos;20;1407.90
5908;SKU-15901;Item 15901 Monitores - Modelo 2;Monitores;27;1411.37
5909;SKU-15902;Item 15902 Áudio - Modelo 3;Áudio;34;1414.84
5910;SKU-15903;Item 15903 Vídeo - Modelo 4;Vídeo;41;1418.31
5911;SKU-15904;Item 15904 Computadores - Modelo 5;Computadores;48;1421.78
5912;SKU-15905;Item 15905 Redes - Modelo 6;Redes;55;1425.25
5913;SKU-15906;Item 15906 Impressão - Modelo 7;Impressão;62;1428.72
5914;SKU-15907;Item 15907 Acessórios - Modelo 8;Acessórios;69;1432.19
5915;SKU-15908;Item 15908 Armazenamento - Modelo 9;Armazenamento;76;1435.66
5916;SKU-15909;Item 15909 Energia - Modelo 10;Energia;83;1439.13
5917;SKU-15910;Item 15910 Periféricos - Modelo 11;Periféricos;90;1442.60
5918;SKU-15911;Item 15911 Monitores - Modelo 12;Monitores;97;1446.07
5919;SKU-15912;Item 15912 Áudio - Modelo 13;Áudio;104;1449.54
5920;SKU-15913;Item 15913 Vídeo - Modelo 14;Vídeo;111;1453.01
5921;SKU-15914;Item 15914 Computadores - Modelo 15;Computadores;118;1456.48
5922;SKU-15915;Item 15915 Redes - Modelo 16;Redes;5;1459.95
5923;SKU-15916;Item 15916 Impressão - Modelo 17;Impressão;12;1463.42
5924;SKU-15917;Item 15917 Acessórios - Modelo 18;Acessórios;19;1466.89
5925;SKU-15918;Item 15918 Armazenamento - Modelo 19;Armazenamento;26;1470.36
5926;SKU-15919;Item 15919 Energia - Modelo 20;Energia;33;1473.83
5927;SKU-15920;Item 15920 Periféricos - Modelo 21;Periféricos;40;1477.30
5928;SKU-15921;Item 15921 Monitores - Modelo 22;Monitores;47;1480.77
5929;SKU-15922;Item 15922 Áudio - Modelo 23;Áudio;54;1484.24
5930;SKU-15923;Item 15923 Vídeo - Modelo 24;Vídeo;61;1487.71
5931;SKU-15924;Item 15924 Computadores - Modelo 25;Computadores;68;1491.18
5932;SKU-15925;Item 15925 Redes - Modelo 26;Redes;75;1494.65
5933;SKU-15926;Item 15926 Impressão - Modelo 27;Impressão;82;1498.12
5934;SKU-15927;Item 15927 Acessórios - Modelo 28;Acessórios;89;1501.59
5935;SKU-15928;Item 15928 Armazenamento - Modelo 29;Armazenamento;96;1505.06
5936;SKU-15929;Item 15929 Energia - Modelo 30;Energia;103;1508.53
5937;SKU-15930;Item 15930 Periféricos - Modelo 31;Periféricos;110;1512.00
5938;SKU-15931;Item 15931 Monitores - Modelo 32;Monitores;117;1515.47
5939;SKU-15932;Item 15932 Áudio - Modelo 33;Áudio;4;1518.94
5940;SKU-15933;Item 15933 Vídeo - Modelo 34;Vídeo;11;1522.41
5941;SKU-15934;Item 15934 Computadores - Modelo 35;Computadores;18;1525.88
5942;SKU-15935;Item 15935 Redes - Modelo 36;Redes;25;1529.35
5943;SKU-15936;Item 15936 Impressão - Modelo 37;Impressão;32;1532.82
5944;SKU-15937;Item 15937 Acessórios - Modelo 38;Acessórios;39;1536.29
5945;SKU-15938;Item 15938 Armazenamento - Modelo 39;Armazenamento;46;1539.76
5946;SKU-15939;Item 15939 Energia - Modelo 40;Energia;53;1543.23
5947;SKU-15940;Item 15940 Periféricos - Modelo 41;Periféricos;60;1546.70
5948;SKU-15941;Item 15941 Monitores - Modelo 42;Monitores;67;1550.17
5949;SKU-15942;Item 15942 Áudio - Modelo 43;Áudio;74;1553.64
5950;SKU-15943;Item 15943 Vídeo - Modelo 44;Vídeo;81;1557.11
5951;SKU-15944;Item 15944 Computadores - Modelo 45;Computadores;88;1560.58
5952;SKU-15945;Item 15945 Redes - Modelo 46;Redes;95;1564.05
5953;SKU-15946;Item 15946 Impressão - Modelo 47;Impressão;102;1567.52
5954;SKU-15947;Item 15947 Acessórios - Modelo 48;Acessórios;109;1570.99
5955;SKU-15948;Item 15948 Armazenamento - Modelo 49;Armazenamento;116;1574.46
5956;SKU-15949;Item 15949 Energia - Modelo 50;Energia;3;1577.93
